"chapter_index","chapter","dialogue_index","line_index","speaker","line","happiness","ambitious","surprise","anger","sadness","fear","neutral"
"5","Ancient Sanctuary","4","4","Gustave","They sound like kids.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"5","Ancient Sanctuary","4","5","Lune","We must be getting close to the Village.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"5","Ancient Sanctuary","4","6","Tropa","(gibberish) En garde, warriors! Face our ULTIMATE CREATION!","0.0","0.5","0.3","0.0","0.0","0.2","0.0"
"5","Ancient Sanctuary","4","7","Maelle","Kinda looks the same as all the others.","0.0","0.0","0.3","0.0","0.0","0.0","0.7"
"5","Ancient Sanctuary","4","8","Karatom","(gibberish) Those were supposed to be invincible, but this one is even MORE invincible.","0.0","0.4","0.3","0.0","0.0","0.3","0.0"
"5","Ancient Sanctuary","4","9","Gustave","Hey, don’t get cocky, Maelle. Look at its equipment. That looks a lot more dangerous than the others. No, seriously.","0.0","0.0","0.0","0.0","0.0","0.7","0.3"
"5","Ancient Sanctuary","5","0","Peron","(gibberish) This Sakapatate is GARBAGE!","0.0","0.0","0.0","0.7","0.0","0.3","0.0"
"5","Ancient Sanctuary","5","1","Karatom","(gibberish) Oh, you’re good! Chef’s definitely gonna wanna meet you.","0.4","0.0","0.3","0.0","0.0","0.3","0.0"
"5","Ancient Sanctuary","5","2","Maelle","Chef?","0.0","0.0","0.5","0.0","0.0","0.5","0.0"
"5","Ancient Sanctuary","5","3","Karatom","(gibberish) Golgra: The BEST FIGHTER of ALL the Gestrals EVER, alive OR hibernating. Golgra will wanna see you right away. Let’s go!","0.3","0.4","0.3","0.0","0.0","0.0","0.0"
