"chapter_index","chapter","dialogue_index","line_index","speaker","line","happiness","ambitious","surprise","anger","sadness","fear","neutral"
"12","Old Lumière","9","6","Maelle","Verso, move. I’m gonna fucking kill him.","0.0","0.0","0.0","0.8","0.0","0.0","0.2"
"12","Old Lumière","9","7","Renoir","You haven’t told her the truth, have you, son?","0.0","0.0","0.3","0.3","0.3","0.0","0.1"
"12","Old Lumière","9","8","Lune","Sorry, we’re late, we were busy doing a bit of reading. Were you planning on sharing that this man, the man who murdered our team, is your father?","0.0","0.0","0.5","0.3","0.0","0.0","0.2"
"12","Old Lumière","9","9","Verso","Family is not my favourite topic. right, can we talk about this later? I’d really like for you all to survive this.","0.0","0.0","0.0","0.4","0.0","0.0","0.6"
"12","Old Lumière","10","0","Verso","Everyone all right? Monoco?","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"12","Old Lumière","10","1","Monoco","Noco’s- broken.","0.0","0.0","0.0","0.0","1.0","0.0","0.0"
"12","Old Lumière","10","2","Renoir","Why can’t you accept who you are?","0.0","0.0","0.0","1.0","0.0","0.0","0.0"
"12","Old Lumière","10","3","Verso","ALICIA, MOVE!","0.0","0.0","0.0","0.0","0.0","1.0","0.0"
"12","Old Lumière","10","4","Maelle","What is tha- Will you… Tell me your name?","0.0","0.0","0.7","0.0","0.0","0.3","0.0"
"12","Old Lumière","10","5","Verso","Putain! Where did it go? No, no, no, no. Alicia! Fuck! (angry roar)","0.0","0.0","0.0","0.7","0.0","0.3","0.0"
"12","Old Lumière","11","0","Esquie","Oooooh Dorrie! Thank you, mon amie!","1.0","0.0","0.0","0.0","0.0","0.0","0.0"
"12","Old Lumière","11","1","Lune","Care to explain? Your father?","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"12","Old Lumière","11","2","Verso","I don’t think of him as my father anymore.","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"12","Old Lumière","11","3","Sciel","Still. Why didn’t you just tell us?","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"12","Old Lumière","11","4","Verso","Because it’s private and it’s painful. And it’s none of your business. I cut ties with him decades ago.","0.0","0.0","0.0","0.3","0.5","0.0","0.2"
"12","Old Lumière","11","5","Lune","Lying by omission is still lying.","0.0","0.0","0.0","0.3","0.0","0.0","0.7"
"12","Old Lumière","11","6","Verso","I’ve told you everything you need to know-","0.0","0.0","0.0","0.0","0.3","0.0","0.7"
"12","Old Lumière","11","7","Lune","I’d rather make that determination for myself.","0.0","0.0","0.0","0.3","0.0","0.0","0.7"
"12","Old Lumière","11","8","Sciel","I think we can all understand where each other’s wyoming from. Right? He hasn’t steered us wrong yet. But we’re a team now. And we won’t get very far if we don’t trust each other.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"12","Old Lumière","11","9","Maelle","Family- is complicated.","0.0","0.0","0.0","0.0","0.7","0.0","0.3"
"12","Old Lumière","11","10","Lune","The stories say that Gestrals reincarnate? Is that true? Can you bring Noco back?","0.0","0.0","0.0","0.0","0.8","0.0","0.2"
"12","Old Lumière","11","11","Monoco","Partially. We can bring Noco back to life, but not all of Noco will return. It will be- a different Noco. The one you knew is gone.","0.0","0.0","0.0","0.0","0.9","0.0","0.1"
"12","Old Lumière","11","12","Verso","I’m- I am so very sorry, my friend. And all… all for naught. The Paintress’ heart was in that manor and now it’s gone. We have no way to access the Monolith.","0.0","0.0","0.0","0.0","0.9","0.0","0.1"
"12","Old Lumière","11","13","Lune","Expedition 58 seemed to think you knew another way.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"12","Old Lumière","11","14","Verso","What?","0.0","0.0","0.7","0.0","0.0","0.3","0.0"
"12","Old Lumière","11","15","Lune","We found 58 and their journals.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"12","Old Lumière","11","16","Verso","So that’s how you- I wasn’t hiding it, if that’s what you’re implying. It’s a dead end.","0.0","0.0","0.0","0.3","0.5","0.0","0.2"
"12","Old Lumière","11","17","Maelle","Wait, what’re you talking about?","0.0","0.0","0.7","0.0","0.0","0.3","0.0"
"12","Old Lumière","11","18","Lune","There is someone else who can help us.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"12","Old Lumière","12","0","Lune","Excuse me. Is it true? Can you make a weapon that can pierce the barrier? Do you need something from the Axons?","0.0","0.4","0.0","0.0","0.0","0.4","0.2"
"12","Old Lumière","12","1","The Curator","(gibberish) Axons. Axons.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"12","Old Lumière","12","2","Lune","Do you need… their hearts?","0.0","0.3","0.0","0.0","0.0","0.4","0.3"
"12","Old Lumière","12","3","Verso","Look. To create this weapon, he needs enormous amounts of pure chroma. Which is way beyond what we can get from Nevrons. The only source are Axons, but like I said, that’s a dead end, it’s impossible.","0.0","0.0","0.0","0.0","0.2","0.5","0.3"
"12","Old Lumière","12","4","Maelle","What? What are Axons?","0.0","0.0","0.6","0.0","0.0","0.2","0.2"
"12","Old Lumière","12","5","Verso","They’re massive creatures living on islands around the Monolith. They’re much stronger and MUCH, MUCH more dangerous than Nevrons. I can’t die and I still couldn’t take them down.","0.0","0.0","0.0","0.0","0.2","0.6","0.2"
"12","Old Lumière","12","6","Lune","Yet we found the corpse of one in Old Lumière. So it’s possible.","0.0","0.4","0.0","0.0","0.0","0.3","0.3"
"12","Old Lumière","12","7","Verso","I don’t know how that one die, but I’m telling you, listen to me, please, our chances of taking them down without you lot dying are close to zero.","0.0","0.0","0.0","0.0","0.3","0.5","0.2"
"12","Old Lumière","12","8","Lune","Close, but not zero. Death is coming either way. And as Expeditioners, if we die, we die fighting.","0.0","0.5","0.0","0.0","0.0","0.3","0.2"
"12","Old Lumière","12","9","Monoco","Wonderful pep talk.","0.0","0.0","0.0","0.3","0.0","0.0","0.7"
"12","Old Lumière","12","10","Lune","I know.","0.0","0.4","0.0","0.0","0.0","0.0","0.6"
"12","Old Lumière","13","0","Verso","Alright, if – IF – we’re going to fight the Axons, then let’s be smart about it.","0.0","0.4","0.0","0.0","0.0","0.3","0.3"
"12","Old Lumière","13","1","Sciel","What d’you mean?","0.0","0.0","0.5","0.0","0.0","0.2","0.3"
"12","Old Lumière","13","2","Verso","I’ve had a few rough encounters with the Axons. There are three located on islands around the Monolith. and we need at least two hearts to get enough chroma. One lives on a mountain, too high for us to reach, so that one’s out. We should start with the one to the west of the Monolith. It’s already been weakened by previous Expeditions, alright?","0.0","0.4","0.0","0.0","0.0","0.3","0.3"
"12","Old Lumière","13","3","Lune","Yeah, good idea. Maximise our chances.","0.0","0.5","0.0","0.0","0.0","0.2","0.3"
"12","Old Lumière","13","4","Sciel","Or we embrace the challenge and pick the one in the east!","0.0","0.6","0.0","0.0","0.0","0.2","0.2"
"12","Old Lumière","13","5","Monoco","Mmmmm, I like your spirit.","0.4","0.3","0.0","0.0","0.0","0.0","0.3"
"12","Old Lumière","13","6","Sciel","Thank you.","0.5","0.3","0.0","0.0","0.0","0.0","0.2"
"12","Old Lumière","13","7","Verso","Did you listen to what I just said?","0.0","0.0","0.0","0.3","0.0","0.4","0.3"
"12","Old Lumière","16","0","Verso","Lune…","0.0","0.0","0.0","0.0","0.3","0.3","0.4"
"12","Old Lumière","16","1","Lune","Mm.","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"12","Old Lumière","16","2","Verso","Okay, we’ll talk later then.","0.0","0.0","0.0","0.0","0.3","0.3","0.4"
"12","Old Lumière","18","0","Esquie","I’m mad.","0.0","0.0","0.0","0.7","0.0","0.0","0.3"
"12","Old Lumière","18","1","Verso","Esquie?","0.0","0.0","0.4","0.0","0.0","0.2","0.4"
"12","Old Lumière","18","2","Esquie","I’m stinking mad.","0.0","0.0","0.0","0.7","0.0","0.0","0.3"
"12","Old Lumière","18","3","Verso","About Noco?","0.0","0.0","0.3","0.0","0.3","0.2","0.2"
"12","Old Lumière","18","4","Esquie","That was MEAN. I thought he cared! Renoir’s not being Renoir!","0.0","0.0","0.3","0.3","0.3","0.0","0.1"
"12","Old Lumière","18","5","Verso","He’s not- (exhale) I know, buddy. I’m mad too.","0.0","0.0","0.0","0.4","0.4","0.0","0.2"
"12","Old Lumière","20","0","Maelle","So the masked person with Renoir, that’s your sister?","0.0","0.0","0.4","0.0","0.2","0.2","0.2"
"12","Old Lumière","20","1","Verso","…","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"12","Old Lumière","20","2","Maelle","Not a hard leap to make.","0.0","0.0","0.4","0.0","0.2","0.2","0.2"
"12","Old Lumière","20","3","Verso","Her name’s Alicia.","0.0","0.0","0.0","0.0","0.3","0.3","0.4"
"12","Old Lumière","20","4","Maelle","What’s wrong with her? She wears a mask all the time, she never talks, and she’s always staring.","0.0","0.0","0.4","0.0","0.3","0.2","0.1"
"12","Old Lumière","20","5","Verso","She, uh- She was trapped in a fire. A long time ago. Damaged her face and her throat, so, up- Yeah.","0.0","0.0","0.0","0.0","0.5","0.3","0.2"
"12","Old Lumière","20","6","Maelle","Huh. Why… did they come to see me?","0.0","0.0","0.4","0.0","0.3","0.2","0.1"
"12","Old Lumière","20","7","Verso","I don’t know. That surprised me, when you told me. She helped me before, I thought she’d help me again. But it seems she’s chosen a different side. “Family is complicated,” right?","0.0","0.0","0.3","0.0","0.4","0.2","0.1"
"12","Old Lumière","20","8","Maelle","Mm. Yeah.","0.0","0.0","0.0","0.0","0.3","0.2","0.5"
"12","Old Lumière","20","9","Verso","Do you want the armband back?","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"12","Old Lumière","20","10","Maelle","What?","0.0","0.0","0.4","0.0","0.2","0.2","0.2"
"12","Old Lumière","20","11","Verso","I feel like a fraud, wearing it. Given, you know…","0.0","0.0","0.0","0.0","0.4","0.3","0.3"
"12","Old Lumière","20","12","Maelle","Wear it anyway. You said you chose your side, right?","0.4","0.3","0.0","0.0","0.0","0.0","0.3"
"12","Old Lumière","20","13","Verso","I did. You’re not upset with me?","0.4","0.3","0.0","0.0","0.0","0.0","0.3"
"12","Old Lumière","20","14","Maelle","Strangely, no. I hate secrets, but… Gustave always gave people the benefit of the doubt. And your actions are what matters. I trust you.","0.3","0.3","0.0","0.0","0.2","0.0","0.2"
"12","Old Lumière","20","15","Verso","Thanks.","0.4","0.3","0.0","0.0","0.0","0.0","0.3"
